branch_id,branch_category,branch_name,kota,provinsi,rating
24116,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Bontang,Kalimantan Timur,4.6
39209,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.5
22252,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Bitung,Sulawesi Utara,4
48567,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.5
68465,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Madiun,Jawa Timur,4.5
26596,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Solok,Sumatera Barat,4
25919,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ambon,Maluku,4.5
38733,Apotek,Kimia Farma - Apotek,Ambon,Maluku,4.9
82749,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,4.4
31576,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.4
98443,Apotek,Kimia Farma - Apotek,Banda Aceh,Aceh,4.5
78858,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.4
65025,Apotek,Kimia Farma - Apotek,Denpasar,Bali,4.2
73360,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4.8
46335,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,4.8
93401,Apotek,Kimia Farma - Apotek,Ambon,Maluku,4.5
46485,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.1
76265,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.9
34829,Apotek,Kimia Farma - Apotek,Lubuklinggau,Sumatera Selatan,4.5
80485,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.7
64359,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Sukabumi,Jawa Barat,4.1
16596,Apotek,Kimia Farma - Apotek,Pontianak,Kalimantan Barat,4.1
12338,Apotek,Kimia Farma - Apotek,Samarinda,Kalimantan Timur,4.6
57321,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.8
78847,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Batam,Kepulauan Riau,4.6
18132,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.7
82240,Apotek,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.2
22280,Apotek,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.5
71680,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Padang,Sumatera Barat,4.1
73625,Apotek,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.9
65187,Apotek,Kimia Farma - Apotek,Tangerang,Banten,4.5
68745,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,4.3
67921,Apotek,Kimia Farma - Apotek,Ternate,Maluku Utara,5
26139,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.2
93879,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.5
99281,Apotek,Kimia Farma - Apotek,Dumai,Riau,4.2
53294,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.9
82758,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.7
99950,Apotek,Kimia Farma - Apotek,Pangkalpinang,Bangka Belitung,4.6
97507,Apotek,Kimia Farma - Apotek,Pekanbaru,Riau,4.1
11424,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4.8
46757,Apotek,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.2
67645,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pekanbaru,Riau,4
76742,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Surabaya,Jawa Timur,4
89154,Apotek,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.5
21125,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.3
61444,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.1
23647,Apotek,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.6
62328,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.9
28215,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Banda Aceh,Aceh,4.4
49438,Apotek,Kimia Farma - Apotek,Ternate,Maluku Utara,4.9
73969,Apotek,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.1
71222,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,3.9
31876,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Palu,Sulawesi Tengah,4.4
93257,Apotek,Kimia Farma - Apotek,Kotamobagu,Sulawesi Utara,4.6
94023,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kotamobagu,Sulawesi Utara,4.8
63863,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.7
56229,Apotek,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.8
11938,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4.2
40399,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Palangkaraya,Kalimantan Tengah,4.1
34854,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Probolinggo,Jawa Timur,4.4
62091,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.1
34490,Apotek,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.3
56380,Apotek,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.1
56376,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pekanbaru,Riau,4.2
46026,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.2
11717,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Yogyakarta,DI Yogyakarta,4.7
14574,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.4
66912,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,3.9
64188,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Mataram,Nusa Tenggara Barat,4.5
21171,Apotek,Kimia Farma - Apotek,Indramayu,Jawa Barat,4
50780,Apotek,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.8
83104,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,5
89229,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,4
34034,Apotek,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,3.9
42692,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.5
85471,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.1
27076,Apotek,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.3
46605,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Balikpapan,Kalimantan Timur,4.2
66565,Apotek,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,3.9
49244,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,4.9
39746,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4.1
59571,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tarakan,Kalimantan Utara,4.9
51871,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Balikpapan,Kalimantan Timur,3.9
95971,Apotek,Kimia Farma - Apotek,Banjarmasin,Kalimantan Selatan,4.2
24592,Apotek,Kimia Farma - Apotek,Ciamis,Jawa Barat,3.9
51255,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Gorontalo,Gorontalo,4.4
41749,Apotek,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,5
16339,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.7
69280,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwakarta,Jawa Barat,4
13862,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Kupang,Nusa Tenggara Timur,4.3
91195,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4.5
69823,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Denpasar,Bali,4.5
87218,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Samarinda,Kalimantan Timur,4.2
93600,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4
86131,Apotek,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.2
69482,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4.2
82184,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,4.7
62661,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Medan,Sumatera Utara,4.9
12715,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Samarinda,Kalimantan Timur,5
83048,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Bogor,Jawa Barat,4.3
79497,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Payakumbuh,Sumatera Barat,4.1
66847,Apotek,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.4
80242,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.2
69816,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pariaman,Sumatera Barat,4
95697,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Deli Serdang,Sumatera Utara,4.6
54304,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.1
61185,Apotek,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.4
76258,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pematangsiantar,Sumatera Utara,4.6
65998,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tangerang,Banten,4.4
19498,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Madiun,Jawa Timur,4.5
32540,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.4
63884,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Purwokerto,Jawa Tengah,4.6
98581,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.5
43053,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.9
59024,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4.2
44068,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Banda Aceh,Aceh,4.1
46963,Apotek,Kimia Farma - Apotek,Sibolga,Sumatera Utara,4.3
28114,Apotek,Kimia Farma - Apotek,Purwakarta,Jawa Barat,4.8
98781,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.9
72192,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Cirebon,Jawa Barat,4.7
21840,Apotek,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.9
30119,Apotek,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.3
15370,Apotek,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.1
19920,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.3
13262,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Sukabumi,Jawa Barat,4.7
70223,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Semarang,Jawa Tengah,5
66032,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Palembang,Sumatera Selatan,4.4
43614,Apotek,Kimia Farma - Apotek,Cikampek,Jawa Barat,4.5
17138,Apotek,Kimia Farma - Apotek,Makassar,Sulawesi Selatan,3.9
65315,Apotek,Kimia Farma - Apotek,Semarang,Jawa Tengah,4
37946,Apotek,Kimia Farma - Apotek,Cirebon,Jawa Barat,4.1
86394,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Lhokseumawe,Aceh,4.9
73925,Apotek,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.6
84286,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4.8
40462,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Cikampek,Jawa Barat,4.9
49520,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.4
45903,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.9
25318,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Banjarmasin,Kalimantan Selatan,4.8
80068,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Cilacap,Jawa Tengah,4.6
73707,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.1
87344,Apotek,Kimia Farma - Apotek,Semarang,Jawa Tengah,4.5
63214,Apotek,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5
81717,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tangerang,Banten,4.4
67153,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4.4
73875,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4.2
73855,Apotek,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4
82583,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,4.7
46789,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Malang,Jawa Timur,4.1
72902,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pangkalpinang,Bangka Belitung,4.2
67593,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.1
17732,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tasikmalaya,Jawa Barat,3.9
11344,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4
80748,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4.6
23569,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kuningan,Jawa Barat,4.1
83939,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kendari,Sulawesi Tenggara,4.1
66717,Apotek,Kimia Farma - Apotek,Subang,Jawa Barat,4.2
17678,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Subang,Jawa Barat,4.8
33460,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.1
27128,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Madiun,Jawa Timur,4.6
49262,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Cilacap,Jawa Tengah,4.8
91061,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tasikmalaya,Jawa Barat,4.8
16331,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bima,Nusa Tenggara Barat,4.5
27131,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.6
40315,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,4.2
87622,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Samarinda,Kalimantan Timur,4
47454,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,4.4
84188,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Makassar,Sulawesi Selatan,4
52842,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Garut,Jawa Barat,4.5
21423,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tomohon,Sulawesi Utara,5
67807,Apotek,Kimia Farma - Apotek,Tanjungpinang,Kepulauan Riau,4.4
69468,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bekasi,Jawa Barat,3.9
78882,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Dumai,Riau,4.1
12536,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Dumai,Riau,4.4
31080,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.2
92100,Apotek,Kimia Farma - Apotek,Tasikmalaya,Jawa Barat,4.2
50821,Apotek,Kimia Farma - Apotek,Deli Serdang,Sumatera Utara,4.5
92130,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.9
43992,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Bekasi,Jawa Barat,4.1
16228,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tangerang,Banten,4.7
41234,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Purwokerto,Jawa Tengah,4.7
50787,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Mataram,Nusa Tenggara Barat,4.4
67333,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,4.4
79972,Apotek,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,4.7
53806,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Deli Serdang,Sumatera Utara,3.9
61821,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Samarinda,Kalimantan Timur,4.7
36450,Apotek,Kimia Farma - Apotek,Indramayu,Jawa Barat,4.5
27479,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pekanbaru,Riau,4.5
65395,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Indramayu,Jawa Barat,4.8
77832,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pontianak,Kalimantan Barat,4
69238,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Makassar,Sulawesi Selatan,4.6
89767,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Denpasar,Bali,4.5
39788,Apotek,Kimia Farma - Apotek,Jambi,Jambi,4
97368,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Langsa,Aceh,4.3
13775,Apotek,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,5
59559,Apotek,Kimia Farma - Apotek,Yogyakarta,DI Yogyakarta,4.5
53822,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Manado,Sulawesi Utara,4.9
91701,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Kupang,Nusa Tenggara Timur,5
41451,Apotek,Kimia Farma - Apotek,Sukabumi,Jawa Barat,4.6
62222,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Probolinggo,Jawa Timur,4.4
22146,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Banda Aceh,Aceh,4.1
22797,Apotek,Kimia Farma - Apotek,Palangkaraya,Kalimantan Tengah,4.2
11092,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Tanjungpinang,Kepulauan Riau,4.8
45890,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pangkalpinang,Bangka Belitung,4.4
21930,Apotek,Kimia Farma - Apotek,Solok,Sumatera Barat,4.9
22874,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Cilacap,Jawa Tengah,4.9
85278,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Karawang,Jawa Barat,4.7
75503,Apotek,Kimia Farma - Apotek,Tomohon,Sulawesi Utara,4.7
86667,Apotek,Kimia Farma - Apotek,Bekasi,Jawa Barat,4.6
40003,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ambon,Maluku,4.8
99758,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ternate,Maluku Utara,4.2
64238,Apotek,Kimia Farma - Apotek,Jakarta,DKI Jakarta,4
38373,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bandung,Jawa Barat,4
93354,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Indramayu,Jawa Barat,4.8
41183,Apotek,Kimia Farma - Apotek,Gorontalo,Gorontalo,4.8
46118,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Semarang,Jawa Tengah,4
68908,Apotek,Kimia Farma - Apotek,Jayapura,Papua,4.5
23278,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,4.3
19285,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Mataram,Nusa Tenggara Barat,4.2
86237,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Payakumbuh,Sumatera Barat,4
27470,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.6
93274,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Magelang,Jawa Tengah,4.7
24692,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Garut,Jawa Barat,5
90221,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Palembang,Sumatera Selatan,4.6
52767,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Bandung,Jawa Barat,4.3
31747,Apotek,Kimia Farma - Apotek,Langsa,Aceh,4.5
40544,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Kendari,Sulawesi Tenggara,4.8
87134,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Batam,Kepulauan Riau,4.9
59416,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tangerang,Banten,4.3
70395,Apotek,Kimia Farma - Apotek,Medan,Sumatera Utara,4.6
68034,Apotek,Kimia Farma - Apotek,Ambon,Maluku,4.1
20227,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Karawang,Jawa Barat,5
76209,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Purwakarta,Jawa Barat,4.1
23730,Apotek,Kimia Farma - Apotek,Tarakan,Kalimantan Utara,4.5
84382,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,4.1
25572,Apotek,Kimia Farma - Apotek,Bontang,Kalimantan Timur,3.9
91016,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.6
33414,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Lubuklinggau,Sumatera Selatan,4
37584,Apotek,Kimia Farma - Apotek,Karawang,Jawa Barat,4.9
76684,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,4.1
83589,Apotek,Kimia Farma - Apotek,Cianjur,Jawa Barat,4.6
68228,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Jayapura,Papua,4.7
20382,Apotek,Kimia Farma - Apotek,Batam,Kepulauan Riau,4.2
98055,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Bekasi,Jawa Barat,4.8
66615,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Jakarta,DKI Jakarta,4.5
79907,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Samarinda,Kalimantan Timur,4.4
55543,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Lhokseumawe,Aceh,4.1
64120,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Lhokseumawe,Aceh,4.4
80892,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Gorontalo,Gorontalo,4.6
36600,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Palu,Sulawesi Tengah,4.6
62913,Apotek,Kimia Farma - Apotek,Palembang,Sumatera Selatan,4.5
99589,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Yogyakarta,DI Yogyakarta,4
58354,Apotek,Kimia Farma - Apotek,Bitung,Sulawesi Utara,4.2
58753,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Banjarmasin,Kalimantan Selatan,4.5
52196,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Palembang,Sumatera Selatan,4.5
24832,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pekanbaru,Riau,4.2
40699,Apotek,Kimia Farma - Apotek,Surabaya,Jawa Timur,4.1
38326,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Purwokerto,Jawa Tengah,4.1
73008,Apotek,Kimia Farma - Apotek,Mataram,Nusa Tenggara Barat,5
59778,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pekanbaru,Riau,4
66892,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Tanjungpinang,Kepulauan Riau,4.2
35365,Apotek,Kimia Farma - Apotek,Pariaman,Sumatera Barat,4.5
54476,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Subang,Jawa Barat,5
99564,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Batam,Kepulauan Riau,4.4
63524,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Langsa,Aceh,4.6
53877,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Ciamis,Jawa Barat,4.2
42402,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Balikpapan,Kalimantan Timur,4.1
70956,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Lhokseumawe,Aceh,4.2
99997,Klinik-Apotek-Laboratorium,Kimia Farma - Klinik-Apotek-Laboratorium,Pariaman,Sumatera Barat,4.6
71355,Apotek,Kimia Farma - Apotek,Ciamis,Jawa Barat,4.2
20381,Klinik & Apotek,Kimia Farma - Klinik & Apotek,Pontianak,Kalimantan Barat,4.9
